Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	pLI	DSI_g	DPI_g	N_diseases	N_SNPs
CLNK	116449	Q7Z7G1	cytokine dependent hematopoietic cell linker	Signaling	1.7251e-29	0.792	0.269	11	86
TSEN15	116461	Q8WW01	tRNA splicing endonuclease subunit 15		0.27906	0.769	0.115	23	8
NIBAN1	116496	Q9BZQ8	niban apoptosis regulator 1		7.1694e-20	0.716	0.346	25	2
MAS1L	116511	P35410	MAS1 proto-oncogene like, G protein-coupled receptor	G-protein coupled receptor		1.0	0.077	2	0
MRGPRD	116512	Q8TDS7	MAS related GPR family member D	G-protein coupled receptor		0.861	0.192	8	0
APOA5	116519	Q6Q788	apolipoprotein A5		5.5765e-10	0.587	0.615	107	22
MRGPRF	116535	Q96AM1	MAS related GPR family member F	G-protein coupled receptor	0.024083	0.659	0.769	36	0
FRA18C	116710		fragile site, aphidicolin type, common, fra(18)(q22.2)			1.0	0.038	1	0
RPL39L	116832	Q96EH5	ribosomal protein L39 like	Nucleic acid binding		0.861	0.192	5	1
ANIB1	116833		aneurysm, intracranial berry 1			0.608	0.5	62	0
HSPA12B	116835	Q96MM6	heat shock protein family A (Hsp70) member 12B		0.00045299	0.751	0.269	16	1
CNTROB	116840	Q8N137	centrobin, centriole duplication and spindle assembly protein		1.8222e-16	0.821	0.269	6	2
SNAP47	116841	Q5SQN1	synaptosome associated protein 47	Transporter	2.0687e-05	0.805	0.385	9	1
LEAP2	116842	Q969E1	liver enriched antimicrobial peptide 2		0.0012684	0.839	0.308	10	2
SLC18B1	116843	Q6NT16	solute carrier family 18 member B1	Transporter	1.0193e-17	0.89	0.077	3	0
LRG1	116844	P02750	leucine rich alpha-2-glycoprotein 1		0.095143	0.564	0.731	109	0
MED12L	116931	Q86YW9	mediator complex subunit 12L	Transcription factor	1.0	0.839	0.269	19	26
CLRN1-AS1	116933		CLRN1 antisense RNA 1			0.821	0.269	10	28
RPL3P2	116935		ribosomal protein L3 pseudogene 2			1.0	0.115	1	2
SNORD83A	116937		small nucleolar RNA, C/D box 83A			1.0		1	1
WDR17	116966	Q8IZU2	WD repeat domain 17		9.6547e-25	0.861	0.231	5	1
ART5	116969	Q96L15	ADP-ribosyltransferase 5		0.00045797	1.0	0.038	1	0
ARAP2	116984	Q8WZ64	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2		8.7668e-14	0.839	0.269	7	5
ARAP1	116985	Q96P48	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1		0.12294	0.769	0.308	22	15
AGAP2	116986	Q99490	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2		0.99816	0.729	0.385	24	2
AGAP1	116987	Q9UPQ3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1		0.99984	0.839	0.154	13	12
AGAP3	116988	Q96P47	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3		0.91091	0.839	0.115	9	2
CANDF1	117084		candidiasis, familial 1					1	0
TADA1	117143	Q96BN2	transcriptional adaptor 1		0.090708	0.705	0.654	23	1
CATSPER1	117144	Q8NEC5	cation channel sperm associated 1	Ion channel	1.008e-11	0.861	0.192	6	3
THEM4	117145	Q5T1C6	thioesterase superfamily member 4		3.8919e-07	0.674	0.462	33	2
DACH2	117154	Q96NX9	dachshund family transcription factor 2	Transcription factor	0.16242	0.861	0.154	8	0
CATSPER2	117155	Q96P56	cation channel sperm associated 2	Ion channel	5.8613e-17	0.805	0.154	11	1
SCGB3A2	117156	Q96PL1	secretoglobin family 3A member 2		0.0061075	0.686	0.462	30	3
SH2D1B	117157	O14796	SH2 domain containing 1B		0.013037	1.0	0.038	4	1
DCD	117159	P81605	dermcidin		0.00015781	0.619	0.654	64	0
RAB3IP	117177	Q96QF0	RAB3A interacting protein	Enzyme modulator	1.6698e-08	0.861	0.115	6	0
SSX2IP	117178	Q9Y2D8	SSX family member 2 interacting protein		2.307e-09	0.89	0.192	8	0
GRDX	117189		Graves disease, susceptibility to, X-linked			0.839	0.231	6	0
THMA	117193		Tibial hemimelia			0.931	0.077	2	0
MRGPRX2	117194	Q96LB1	MAS related GPR family member X2	G-protein coupled receptor		0.743	0.423	19	0
MRGPRX3	117195	Q96LB0	MAS related GPR family member X3	G-protein coupled receptor		0.529	0.923	167	1
MRGPRX4	117196	Q96LA9	MAS related GPR family member X4	G-protein coupled receptor		0.531	0.923	166	2
FTSJ3	117246	Q8IY81	FtsJ RNA 2'-O-methyltransferase 3		0.037201	0.839	0.192	7	1
SLC16A10	117247	Q8TF71	solute carrier family 16 member 10	Transporter	0.30853	0.711	0.5	34	59
GALNT15	117248	Q8N3T1	polypeptide N-acetylgalactosaminyltransferase 15	Enzyme	3.6481e-18	1.0	0.077	1	0
IP6K3	117283	Q96PC2	inositol hexakisphosphate kinase 3	Kinase	3.0854e-07	0.839	0.231	10	13
CIB3	117286	Q96Q77	calcium and integrin binding family member 3		2.3448e-09	0.839	0.154	5	3
TAGAP	117289	Q8N103	T cell activation RhoGTPase activating protein	Enzyme modulator	0.84621	0.7	0.462	24	4
TMC1	117531	Q8TDI8	transmembrane channel like 1	Ion channel	9.1808e-19	0.769	0.346	16	23
TMC2	117532	Q8TDI7	transmembrane channel like 2	Ion channel	2.083e-27	0.931	0.154	2	0
RLN3	117579	Q8WXF3	relaxin 3		0.013378	0.751	0.423	18	0
TWIST2	117581	Q8WVJ9	twist family bHLH transcription factor 2	Transcription factor	0.56004	0.518	0.731	198	7
PARD3B	117583	Q8TEW8	par-3 family cell polarity regulator beta		7.2829e-13	0.78	0.269	18	28
RFFL	117584	Q8WZ73	ring finger and FYVE like domain containing E3 ubiquitin protein ligase	Enzyme	0.40723			2	1
TRIM6	117854	Q9C030	tripartite motif containing 6		1.1425e-12	0.839	0.115	6	3
LINC00161	118421		long intergenic non-protein coding RNA 161			0.805	0.154	8	0
UBE2J2	118424	Q8N2K1	ubiquitin conjugating enzyme E2 J2	Enzyme	0.90974	0.931	0.077	3	0
PCAT4	118425		prostate cancer associated transcript 4			0.839	0.192	9	0
BORCS5	118426	Q969J3	BLOC-1 related complex subunit 5		0.0012418	0.805	0.192	12	2
OLFM3	118427	Q96PB7	olfactomedin 3	Cellular structure	0.0010163	0.931	0.115	3	1
ANTXR2	118429	P58335	ANTXR cell adhesion molecule 2	Receptor	0.086921	0.568	0.808	143	27
MUCL1	118430	Q96DR8	mucin like 1		3.0923e-05	0.805	0.154	14	0
EXOSC6	118460	Q5RKV6	exosome component 6	Enzyme	0.52473	0.674	0.462	42	2
C10orf71	118461	Q711Q0	chromosome 10 open reading frame 71		1.9625e-09	1.0	0.077	1	2
PRAP1	118471	Q96NZ9	proline rich acidic protein 1		0.032463	0.621	0.615	59	0
CHCHD1	118487	Q96BP2	coiled-coil-helix-coiled-coil-helix domain containing 1		6.7411e-06	1.0	0.077	1	0
MSS51	118490	Q4VC12	MSS51 mitochondrial translational activator		3.2758e-11	0.89	0.154	4	0
CFAP70	118491	Q5T0N1	cilia and flagella associated protein 70		5.8673e-08	1.0	0.038	3	1
C10orf90	118611	Q96M02	chromosome 10 open reading frame 90		8.315e-15	0.805	0.192	13	7
PSTK	118672	Q8IV42	phosphoseryl-tRNA kinase	Kinase	7.3998e-06			1	1
ZNF488	118738	Q96MN9	zinc finger protein 488		3.0911e-06	1.0	0.115	3	0
PIK3AP1	118788	Q6ZUJ8	phosphoinositide-3-kinase adaptor protein 1		1.0	0.78	0.346	15	3
MORN4	118812	Q8NDC4	MORN repeat containing 4		0.54999	0.89	0.115	7	0
ZFYVE27	118813	Q5T4F4	zinc finger FYVE-type containing 27		1.0613e-09	0.805	0.308	12	1
MMP21	118856	Q8N119	matrix metallopeptidase 21	Enzyme	1.3213e-09	0.621	0.385	59	12
COMTD1	118881	Q86VU5	catechol-O-methyltransferase domain containing 1	Enzyme	3.3099e-05	1.0	0.038	1	0
ANKRD22	118932	Q5VYY1	ankyrin repeat domain 22		1.1192e-09	0.821	0.115	10	1
SFXN2	118980	Q96NB2	sideroflexin 2	Transporter	0.0010626			5	3
PDZD8	118987	Q8NEN9	PDZ domain containing 8		0.99984	0.89	0.038	5	4
AGAP4	119016	Q96P64	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4			1.0	0.077	1	0
BORCS7	119032	Q96B45	BLOC-1 related complex subunit 7		2.2921e-07	0.89	0.115	10	3
LYZL2	119180	Q7Z4W2	lysozyme like 2		1.1221e-07	1.0	0.038	1	1
GSTO2	119391	Q9H4Y5	glutathione S-transferase omega 2		2.6125e-09	0.631	0.692	53	5
SFR1	119392	Q86XK3	SWI5 dependent homologous recombination repair protein 1		4.7059e-10	0.931	0.077	2	0
CALHM3	119395	Q86XJ0	calcium homeostasis modulator 3	Ion channel	0.003306	1.0	0.038	1	1
ANAPC16	119504	Q96DE5	anaphase promoting complex subunit 16		0.022882	1.0	0.115	2	2
PNLIPRP3	119548	Q17RR3	pancreatic lipase related protein 3	Enzyme	2.1705e-11	0.931	0.154	2	1
SFXN4	119559	Q6P4A7	sideroflexin 4		1.2428e-07	0.89	0.192	14	4
CPXM2	119587	Q8N436	carboxypeptidase X, M14 family member 2		5.487e-13	0.821	0.192	14	1
OR51L1	119682	Q8NGJ5	olfactory receptor family 51 subfamily L member 1	G-protein coupled receptor	0.00090531			1	5
OR51N1P	119696		olfactory receptor family 51 subfamily N member 1 pseudogene			1.0	0.038	2	2
IFTAP	119710	Q86VG3	intraflagellar transport associated protein		7.605e-06	0.931	0.154	2	28
OR4C46	119749	A6NHA9	olfactory receptor family 4 subfamily C member 46	G-protein coupled receptor	3.5175e-08	1.0	0.038	1	1
LARGE2	120071	Q8N3Y3	LARGE xylosyl- and glucuronyltransferase 2	Enzyme	1.6044e-12	0.78	0.346	13	2
SLC36A4	120103	Q6YBV0	solute carrier family 36 member 4	Transporter	1.8141e-17	0.931	0.077	2	0
FAT3	120114	Q8TDW7	FAT atypical cadherin 3		0.99995	0.861	0.192	9	4
TMEM45B	120224	Q96B21	transmembrane protein 45B		1.266e-11	0.729	0.308	21	0
CYP2R1	120227	Q6VVX0	cytochrome P450 family 2 subfamily R member 1		3.793e-10	0.563	0.731	139	11
DBX1	120237	A6NMT0	developing brain homeobox 1		0.060952	0.89	0.077	5	0
COLCA2	120376	A8K830	colorectal cancer associated 2		0.75066	0.769	0.154	12	3
NXPE1	120400	Q8N323	neurexophilin and PC-esterase domain family member 1		1.3061e-12	0.839	0.115	7	3
NXPE2	120406	Q96DL1	neurexophilin and PC-esterase domain family member 2		1.1215e-08	0.931	0.077	2	5
JAML	120425	Q86YT9	junction adhesion molecule like		0.000747	0.861	0.192	12	3
DNAJC24	120526	Q6P3W2	DnaJ heat shock protein family (Hsp40) member C24		5.0103e-07	0.861	0.154	7	4
CYCSP25	120528		CYCS pseudogene 25			0.78	0.231	16	0
ARL14EP	120534	Q8N8R7	ADP ribosylation factor like GTPase 14 effector protein		0.37864	0.861	0.192	11	4
DEPDC4	120863	Q8N2C3	DEP domain containing 4	Nucleic acid binding	1.0075e-09	0.931	0.038	2	2
LRRK2	120892	Q5S007	leucine rich repeat kinase 2	Kinase	2.5757e-30	0.51	0.808	231	74
CCDC38	120935	Q502W7	coiled-coil domain containing 38		1.8346e-13			6	3
TMEM52B	120939	Q4KMG9	transmembrane protein 52B		0.0010679	0.861	0.154	9	0
FAM186A	121006	A6NE01	family with sequence similarity 186 member A		8.3001e-27	1.0	0.077	2	3
C12orf45	121053	Q8N5I9	chromosome 12 open reading frame 45		0.010456			2	2
SDR9C7	121214	Q8NEX9	short chain dehydrogenase/reductase family 9C member 7	Enzyme	0.012329	0.695	0.538	40	9
LRIG3	121227	Q6UXM1	leucine rich repeats and immunoglobulin like domains 3	Receptor	1.1655e-09	0.743	0.231	18	2
TMEM132D	121256	Q14C87	transmembrane protein 132D		0.99907	0.617	0.692	59	18
SLC15A4	121260	Q8N697	solute carrier family 15 member 4	Transporter	1.9296e-06	0.805	0.269	9	10
RHEBL1	121268	Q8TAI7	RHEB like 1	Enzyme modulator	2.1883e-06	0.89	0.115	5	0
C12orf54	121273	Q6X4T0	chromosome 12 open reading frame 54		1.1347e-07	1.0	0.077	1	2
ZNF641	121274	Q96N77	zinc finger protein 641		0.0045726			4	3
OR10AD1	121275	Q8NGE0	olfactory receptor family 10 subfamily AD member 1	G-protein coupled receptor	0.0085157			1	1
TPH2	121278	Q8IWU9	tryptophan hydroxylase 2		2.5364e-07	0.546	0.654	137	37
GGTA2P	121328		glycoprotein alpha-galactosyltransferase 2, pseudogene			1.0	0.077	1	0
SP7	121340	Q8TDD2	Sp7 transcription factor	Nucleic acid binding	0.58269	0.711	0.462	39	4
GTSF1	121355	Q8WW33	gametocyte specific factor 1		0.022144	0.821	0.269	8	0
KRT74	121391	Q7RTS7	keratin 74		2.1183e-14	0.736	0.192	31	4
NEDD1	121441	Q8NHV4	NEDD1 gamma-tubulin ring complex targeting factor		0.42159	0.931	0.077	3	0
IKBIP	121457	Q70UQ0	IKBKB interacting protein		7.6128e-08	0.931	0.077	5	2
H4-16	121504	P62805	H4 histone 16	Nucleic acid binding	0.022279	0.54	0.692	122	0
FGD4	121512	Q96M96	FYVE, RhoGEF and PH domain containing 4	Enzyme modulator	0.0098247	0.678	0.462	48	18
AEBP2	121536	Q6ZN18	AE binding protein 2		0.99921	0.821	0.192	8	3
BTBD11	121551	A6QL63	BTB domain containing 11	Signaling	0.99993	0.839	0.192	8	5
SPIC	121599	Q8N5J4	Spi-C transcription factor	Transcription factor	0.30668	0.861	0.154	7	2
ANO4	121601	Q32M45	anoctamin 4		0.00032204	0.78	0.192	18	7
ALKBH2	121642	Q6NS38	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase		0.0032745	0.76	0.154	16	0
FOXN4	121643	Q96NZ1	forkhead box N4		0.86055	0.931	0.077	5	0
SPPL3	121665	Q8TCT6	signal peptide peptidase like 3	Enzyme	0.99656	0.638	0.615	50	17
CHDM	121775		Chordoma			0.861	0.077	9	0
TEX29	121793	Q8N6K0	testis expressed 29		7.7723e-06			1	1
NRAD1	121838		non-coding RNA in the aldehyde dehydrogenase 1A pathway			0.792	0.192	9	4
CSNK1A1L	122011	Q8N752	casein kinase 1 alpha 1 like	Kinase	0.013174	1.0	0.077	1	1
RXFP2	122042	Q8WXD0	relaxin family peptide receptor 2	G-protein coupled receptor	9.8971e-16	0.729	0.308	16	1
TEX26	122046	Q8N6G2	testis expressed 26		3.1421e-09	1.0	0.038	1	1
SLAIN1	122060	Q8ND83	SLAIN motif family member 1		0.90094	1.0	0.077	2	1
LGMNP1	122199		legumain pseudogene 1			0.839	0.038	5	0
SPACA7	122258	Q96KW9	sperm acrosome associated 7		1.329e-06	1.0	0.077	1	1
PPIAP24	122335		peptidylprolyl isomerase A pseudogene 24			0.931	0.038	2	1
TDRD9	122402	Q8NDG6	tudor domain containing 9	Enzyme	7.2697e-15	0.711	0.385	26	1
ANKRD9	122416	Q96BM1	ankyrin repeat domain 9		0.29363	0.805	0.192	13	3
AK7	122481	Q96M32	adenylate kinase 7	Enzyme	3.0553e-13	0.839	0.231	7	1
C14orf28	122525	Q4W4Y0	chromosome 14 open reading frame 28		2.2179e-10	0.89	0.115	7	0
TRAPPC6B	122553	Q86SZ2	trafficking protein particle complex 6B		0.00015283	0.751	0.308	25	2
PLD4	122618	Q96BZ4	phospholipase D family member 4		7.7337e-13	0.78	0.5	12	3
ADSS1	122622	Q8N142	adenylosuccinate synthase 1	Enzyme	2.8155e-07	0.722	0.385	49	3
TPPP2	122664	P59282	tubulin polymerization promoting protein family member 2	Cellular structure	0.023554	0.601	0.731	76	3
LRR1	122769	Q96L50	leucine rich repeat protein 1		1.107e-08	0.89	0.038	5	1
KLHDC1	122773	Q8N7A1	kelch domain containing 1		4.4754e-08	1.0	0.038	1	1
FRMD6	122786	Q96NE9	FERM domain containing 6		0.027916	0.839	0.269	7	3
SOCS4	122809	Q8WXH5	suppressor of cytokine signaling 4	Enzyme modulator	1.4208e-05	0.769	0.423	17	14
NAA30	122830	Q147X3	N-alpha-acetyltransferase 30, NatC catalytic subunit		0.98682	0.861	0.038	4	0
GPHB5	122876	Q86YW7	glycoprotein hormone subunit beta 5	Signaling		1.0	0.038	1	0
NOXRED1	122945	Q6NXP6	NADP dependent oxidoreductase domain containing 1		0.024779			4	1
JDP2	122953	Q8WYK2	Jun dimerization protein 2	Transcription factor	0.35921	0.711	0.346	26	4
ISCA2	122961	Q86U28	iron-sulfur cluster assembly 2		2.4343e-08	0.743	0.231	27	10
ACOT4	122970	Q8N9L9	acyl-CoA thioesterase 4		1.0412e-08	1.0	0.077	1	1
TTC8	123016	Q8TAM2	tetratricopeptide repeat domain 8		1.1846e-06	0.631	0.5	72	7
TC2N	123036	Q8N9U0	tandem C2 domains, nuclear		1.1879e-09	0.805	0.154	17	17
SLC24A4	123041	Q8NFF2	solute carrier family 24 member 4	Transporter	2.2032e-11	0.751	0.346	16	13
SLC25A29	123096	Q8N8R3	solute carrier family 25 member 29	Transporter	0.0010861	0.821	0.231	10	3
DEGS2	123099	Q6QHC5	delta 4-desaturase, sphingolipid 2		0.0002409	0.861	0.154	12	1
KLHL33	123103	A6NCF5	kelch like family member 33		1.0165e-05	1.0	0.077	1	1
LEO1	123169	Q8WVC0	LEO1 homolog, Paf1/RNA polymerase II complex component	Enzyme	0.87094	0.931	0.077	2	0
SENP8	123228	Q96LD8	SUMO peptidase family member, NEDD8 specific		0.00054686	0.805	0.154	8	0
MTFMT	123263	Q96DP5	mitochondrial methionyl-tRNA formyltransferase	Enzyme	1.4994e-07	0.595	0.808	101	11
SLC51B	123264	Q86UW2	solute carrier family 51 subunit beta	Transporter	0.24475	0.78	0.077	12	0
TARS3	123283	A2RTX5	threonyl-tRNA synthetase 3	Enzyme	3.7422e-15	0.805	0.269	7	0
LRRC28	123355	Q86X40	leucine rich repeat containing 28		2.0078e-11	0.89	0.115	4	0
TMEM266	123591	Q2M3C6	transmembrane protein 266		1.9439e-07	1.0	0.038	1	2
NIPA1	123606	Q7RTP0	NIPA magnesium transporter 1	Transporter	0.0058703	0.682	0.462	50	4
AGBL1	123624	Q96MI9	ATP/GTP binding protein like 1	Enzyme	1.4377e-30	0.78	0.231	15	17
HYKK	123688	A2RU49	hydroxylysine kinase		7.3257e-06	0.769	0.346	19	30
WHAMM	123720	Q8TF30	WASP homolog associated with actin, golgi membranes and microtubules		4.8122e-13	0.931	0.077	2	5
FSD2	123722	A1L4K1	fibronectin type III and SPRY domain containing 2		1.5277e-21	1.0	0.038	1	4
PLA2G4E	123745	Q3MJ16	phospholipase A2 group IVE	Enzyme	6.3171e-13	1.0	0.038	3	1
NTAN1	123803	Q96AB6	N-terminal asparagine amidase	Enzyme	2.7337e-06	0.931	0.154	8	13
FOPNL	123811	Q96NB1	FGFR1OP N-terminal like		1.8256e-06	0.76	0.462	15	1
DNAAF1	123872	Q8NEP3	dynein axonemal assembly factor 1		8.4672e-12	0.633	0.654	64	20
ACSM2A	123876	Q08AH3	acyl-CoA synthetase medium chain family member 2A	Enzyme	3.2754e-23	0.89	0.077	3	1
DCUN1D3	123879	Q8IWE4	defective in cullin neddylation 1 domain containing 3		0.8666			2	0
NRN1L	123904	Q496H8	neuritin 1 like		9.5233e-05			3	1
CMTM3	123920	Q96MX0	CKLF like MARVEL transmembrane domain containing 3		0.00014974	0.736	0.231	24	1
SPATA2L	124044	Q8IUW3	spermatogenesis associated 2 like		0.040562			1	1
SPATA33	124045	Q96N06	spermatogenesis associated 33		0.0001257	0.861	0.115	9	4
NOXO1	124056	Q8NFA2	NADPH oxidase organizer 1		8.3428e-11	0.78	0.269	14	5
CCDC78	124093	A2IDD5	coiled-coil domain containing 78		2.969e-31	0.76	0.115	18	0
IQCK	124152	Q8N0W5	IQ motif containing K		2.0032e-06	0.792	0.154	10	3
ZG16B	124220	Q96DA0	zymogen granule protein 16B		0.00029994	0.736	0.308	23	2
PRSS30P	124221		serine protease 30, pseudogene					1	1
PAQR4	124222	Q8N4S7	progestin and adipoQ receptor family member 4	Receptor	1.1796e-06	0.821	0.192	12	0
ZC3H18	124245	Q86VM9	zinc finger CCCH-type containing 18		1.0	0.89	0.115	3	0
GPR139	124274	Q6DWJ6	G protein-coupled receptor 139	G-protein coupled receptor	0.036904	0.89	0.192	6	1
CDYL2	124359	Q8N8U2	chromodomain Y like 2		0.019293	0.931	0.077	6	6
ANKS3	124401	Q6ZW76	ankyrin repeat and sterile alpha motif domain containing 3		1.8852e-07	0.821	0.192	9	3
SEPTIN12	124404	Q8IYM1	septin 12	Enzyme modulator	3.35e-19	0.792	0.038	10	4
TMEM219	124446	Q86XT9	transmembrane protein 219		8.1671e-05	0.76	0.269	20	6
EARS2	124454	Q5JPH6	glutamyl-tRNA synthetase 2, mitochondrial	Enzyme	1.1238e-08	0.666	0.538	47	14
SNX20	124460	Q7Z614	sorting nexin 20		1.2791e-05	0.89	0.077	4	3
TMEM170A	124491	Q8WVE7	transmembrane protein 170A		5.716e-07	0.89	0.038	4	1
METTL23	124512	Q86XA0	methyltransferase like 23		1.3147e-07	0.682	0.231	49	6
HSF5	124535	Q4G112	heat shock transcription factor 5	Transcription factor	0.98254	1.0	0.038	2	2
MSI2	124540	Q96DH6	musashi RNA binding protein 2		0.99478	0.592	0.577	80	13
SLC38A10	124565	Q9HBR0	solute carrier family 38 member 10	Transporter	2.426e-10	1.0	0.077	3	3
CANT1	124583	Q8WVQ1	calcium activated nucleotidase 1		2.5437e-06	0.619	0.731	111	19
USH1G	124590	Q495M9	USH1 protein network component sans		3.7481e-05	0.659	0.346	52	14
CD300LB	124599	A8K4G0	CD300 molecule like family member b		7.086e-08	0.89	0.077	5	1
ZPBP2	124626	Q6X784	zona pellucida binding protein 2		1.2212e-08	0.729	0.308	20	23
OVCA2	124641	Q8WZ82	OVCA2 serine hydrolase domain containing	Enzyme	1.2811e-06	0.78	0.077	10	3
USP43	124739	Q70EL4	ubiquitin specific peptidase 43	Enzyme	0.16359	0.931	0.077	5	0
KRBA2	124751	Q6ZNG9	KRAB-A domain containing 2		1.8795e-07	1.0	0.077	1	0
SPATA32	124783	Q96LK8	spermatogenesis associated 32		1.3702e-09	1.0	0.077	2	1
LSM12	124801	Q3MHD2	LSM12 homolog		0.97211			1	1
CCDC43	124808	Q96MW1	coiled-coil domain containing 43		0.00028825	0.931	0.077	5	0
CNTD1	124817	Q8N815	cyclin N-terminal domain containing 1		0.0045358	1.0	0.077	1	3
TMEM132E	124842	Q6IEE7	transmembrane protein 132E		4.4887e-05	0.805	0.231	7	1
WFIKKN2	124857	Q8TEU8	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2		0.0036109			1	1
B4GALNT2	124872	Q8NHY0	beta-1,4-N-acetyl-galactosaminyltransferase 2		1.7413e-17	0.751	0.385	19	1
SPACA3	124912	Q8IXA5	sperm acrosome associated 3		0.00011484	0.861	0.192	9	2
SEZ6	124925	Q53EL9	seizure related 6 homolog		1.7486e-06	0.805	0.385	12	10
ANKRD13B	124930	Q86YJ7	ankyrin repeat domain 13B		0.36217	1.0	0.038	3	4
SLC43A2	124935	Q8N370	solute carrier family 43 member 2	Transporter	0.0055443	0.821	0.231	11	0
CYB5D2	124936	Q8WUJ1	cytochrome b5 domain containing 2	Signaling	4.4253e-06	0.76	0.269	17	4
C17orf49	124944	Q8IXM2	chromosome 17 open reading frame 49		0.069318	0.89	0.077	4	1
ZFP3	124961	Q96NJ6	ZFP3 zinc finger protein	Transcription factor	0.0014304			1	0
GGT6	124975	Q6P531	gamma-glutamyltransferase 6		2.9754e-08	0.931	0.115	2	0
SPNS2	124976	Q8IVW8	sphingolipid transporter 2	Transporter	1.2449e-05	0.729	0.423	23	2
EFCAB13	124989	Q8IY85	EF-hand calcium binding domain 13		6.4531e-32	0.89	0.115	11	5
WDR81	124997	Q562E7	WD repeat domain 81		6.7458e-08	0.67	0.462	67	8
RN7SK	125050		RNA component of 7SK nuclear ribonucleoprotein			0.931	0.077	6	1
TBC1D16	125058	Q8TBP0	TBC1 domain family member 16	Enzyme	2.5682e-07	0.839	0.154	11	2
AFMID	125061	Q63HM1	arylformamidase	Enzyme	4.4977e-09	0.931	0.077	2	1
GJD3	125111	Q8N144	gap junction protein delta 3	Cell-cell junction	3.3471e-05	0.89	0.154	3	0
KRT222	125113	Q8N1A0	keratin 222		1.4228e-05	0.931	0.115	4	1
KRT40	125115	Q6A162	keratin 40		7.0984e-10	0.861	0.077	4	0
SNHG29	125144		small nucleolar RNA host gene 29			1.0	0.038	3	0
ZSWIM7	125150	Q19AV6	zinc finger SWIM-type containing 7		0.00089609			2	1
MIEF2	125170	Q96C03	mitochondrial elongation factor 2		0.016043	1.0	0.038	2	0
SLC5A10	125206	A0PJK1	solute carrier family 5 member 10	Transporter	8.0689e-14	0.89	0.115	6	2
FAM210A	125228	Q96ND0	family with sequence similarity 210 member A		1.0564e-06	1.0	0.077	2	2
LOXHD1	125336	Q8IVV2	lipoxygenase homology domains 1		5.5941e-26	0.792	0.231	11	12
INO80C	125476	Q6PI98	INO80 complex subunit C		0.0004148	0.805	0.192	9	0
TTC39C	125488	Q8N584	tetratricopeptide repeat domain 39C		0.00043602	0.931	0.154	5	4
ZNF816	125893	Q0VGE8	zinc finger protein 816		0.00014159	0.839	0.115	5	0
ZNF543	125919	Q08ER8	zinc finger protein 543		3.5236e-17	0.931	0.154	2	1
CEACAM20	125931	Q6UY09	CEA cell adhesion molecule 20			0.931	0.115	3	2
RAVER1	125950	Q8IY67	ribonucleoprotein, PTB binding 1	Nucleic acid binding	0.91101	0.805	0.231	9	5
OR7D4	125958	Q8NG98	olfactory receptor family 7 subfamily D member 4	G-protein coupled receptor	0.015502	0.931	0.077	2	1
